OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02000610,Sample-Routine,Water,Surface Water,2020-03-11,16:00:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,ID-01999A,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-119277616,,,Phosphorus,Dissolved,0.102,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2020-03-24,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02000610,Sample-Routine,Water,Surface Water,2020-03-11,16:00:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,ID-01999A,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-119277648,,,Nitrogen,Suspended,0.311,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2020-04-10,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02000978,Sample-Routine,Water,Surface Water,2020-09-02,14:00:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-120176344,,,Phosphorus,Total,0.219,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2020-09-30,sample was diluted,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02000978,Sample-Routine,Water,Surface Water,2020-09-02,14:00:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-120176345,,,Phosphorus,Dissolved,0.100,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2020-09-29,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02000978,Sample-Routine,Water,Surface Water,2020-09-02,14:00:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-120176377,,,Nitrogen,Suspended,0.424,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2020-10-26,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02000984,Sample-Routine,Water,Surface Water,2020-07-28,16:10:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-120177559,,,Phosphorus,Total,0.414,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2020-08-13,sample was diluted,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02000984,Sample-Routine,Water,Surface Water,2020-07-28,16:10:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-120177560,,,Phosphorus,Dissolved,0.048,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2020-08-12,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02000984,Sample-Routine,Water,Surface Water,2020-07-28,16:10:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-120177592,,,Nitrogen,Suspended,0.628,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2020-09-02,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02000980,Sample-Routine,Water,Surface Water,2020-08-19,14:50:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-120176753,,,Phosphorus,Total,0.240,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2020-09-14,sample was diluted,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02000980,Sample-Routine,Water,Surface Water,2020-08-19,14:50:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-120176754,,,Phosphorus,Dissolved,0.129,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2020-09-01,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02000980,Sample-Routine,Water,Surface Water,2020-08-19,14:50:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-120176785,,,Nitrogen,Suspended,0.438,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2020-10-02,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02000877,Sample-Routine,Water,Surface Water,2020-08-05,14:00:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Missouri Water Science Center,USGS-07022000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-120146327,,,Phosphorus,Total,0.743,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2020-08-18,sample was diluted,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02000877,Sample-Routine,Water,Surface Water,2020-08-05,14:00:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Missouri Water Science Center,USGS-07022000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-120146328,,,Phosphorus,Dissolved,0.149,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2020-08-18,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02000877,Sample-Routine,Water,Surface Water,2020-08-05,14:00:00,CDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Missouri Water Science Center,USGS-07022000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-120146360,,,Nitrogen,Suspended,1.42,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2020-09-15,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02100222,Sample-Routine,Water,Surface Water,2021-03-04,10:50:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-120716996,,,Phosphorus,Total,0.398,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-03-23,sample was diluted,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02100222,Sample-Routine,Water,Surface Water,2021-03-04,10:50:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-120716997,,,Phosphorus,Dissolved,0.105,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-03-24,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02100222,Sample-Routine,Water,Surface Water,2021-03-04,10:50:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Rising stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-120717027,Not Detected,,Nitrogen,Suspended,,,,Preliminary,,Actual,,,,,,,,,,only had three filters could not run again for nitrogen,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2021-06-08,see result laboratory comment,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101348,Sample-Routine,Water,Surface Water,2021-06-09,11:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123164208,,,Phosphorus,Total,0.284,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-06-29,sample was diluted,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101348,Sample-Routine,Water,Surface Water,2021-06-09,11:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123164209,,,Phosphorus,Dissolved,0.109,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-06-25,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101348,Sample-Routine,Water,Surface Water,2021-06-09,11:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123164241,,,Nitrogen,Suspended,0.242,mg/l,,Preliminary,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2021-09-02,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02200321,Sample-Routine,Water,Surface Water,2021-10-07,11:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123166737,,,Phosphorus,Total,0.183,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-11-02,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02200321,Sample-Routine,Water,Surface Water,2021-10-07,11:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123166738,,,Phosphorus,Dissolved,0.097,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-11-03,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02200321,Sample-Routine,Water,Surface Water,2021-10-07,11:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123166770,,,Nitrogen,Suspended,0.349,mg/l,,Accepted,,Actual,,,,,,,,,,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2022-02-05,holding time exceededsee result laboratory comment,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101347,Sample-Routine,Water,Surface Water,2021-05-25,14:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123164012,,,Phosphorus,Total,0.497,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-06-17,sample was diluted,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101347,Sample-Routine,Water,Surface Water,2021-05-25,14:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123164013,,,Phosphorus,Dissolved,0.108,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-06-10,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101347,Sample-Routine,Water,Surface Water,2021-05-25,14:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123164045,,,Nitrogen,Suspended,0.919,mg/l,,Preliminary,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2021-08-20,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101584,Sample-Routine,Water,Surface Water,2021-03-30,13:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-123166361,,,Phosphorus,Total,0.376,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-04-29,sample was diluted,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101584,Sample-Routine,Water,Surface Water,2021-03-30,13:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-123166362,,,Phosphorus,Dissolved,0.098,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-04-21,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101584,Sample-Routine,Water,Surface Water,2021-03-30,13:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,Rising stage,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-123166389,,,Nitrogen,Suspended,0.583,mg/l,,Preliminary,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2021-06-09,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101349,Sample-Routine,Water,Surface Water,2021-06-22,15:10:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123164403,,,Phosphorus,Total,0.204,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-07-15,sample was diluted,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101349,Sample-Routine,Water,Surface Water,2021-06-22,15:10:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123164404,,,Phosphorus,Dissolved,0.096,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-07-15,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101349,Sample-Routine,Water,Surface Water,2021-06-22,15:10:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123164436,,,Nitrogen,Suspended,0.337,mg/l,,Preliminary,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2021-09-15,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101352,Sample-Routine,Water,Surface Water,2021-08-25,11:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123164995,,,Phosphorus,Total,0.260,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-09-15,sample was diluted,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101352,Sample-Routine,Water,Surface Water,2021-08-25,11:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123164996,,,Phosphorus,Dissolved,0.124,mg/l as P,,Preliminary,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2021-09-14,,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02101352,Sample-Routine,Water,Surface Water,2021-08-25,11:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123165028,,,Nitrogen,Suspended,0.377,mg/l,,Preliminary,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2021-11-26,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02200348,Sample-Routine,Water,Surface Water,2021-12-09,12:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123160350,,,Phosphorus,Total,0.192,mg/l as P,,Accepted,,Actual,,,,,,,,,,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2022-01-11,holding time exceededsee result laboratory comment,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02200348,Sample-Routine,Water,Surface Water,2021-12-09,12:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123160351,,,Phosphorus,Dissolved,0.096,mg/l as P,,Accepted,,Actual,,,,,,,,,,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2022-01-10,holding time exceededsee result laboratory comment,,Detection limit by DQCALC,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.02200348,Sample-Routine,Water,Surface Water,2021-12-09,12:30:00,CST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-123160381,,,Nitrogen,Suspended,0.304,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2022-03-09,,,Long Term Method Detection Level,0.03,mg/l,,,NWIS
